N,N,W,E,E,M,E,W,N,N,W,E,E,E,E,W,N,N,N,N,N,N,N,N,N,W,W,W,W,W,W,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,W,E,E,E,E,W,N,N,W,E,G,E,E,W,N,N,N,N,N,N,N,N,N,W,E,E,E,E,W,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,W,E,E,E,E,W,N,N,W,E,E,E,E,D,C,C,C,C,C,C,C,C,C,D,E,M,E,E,W,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,W,E,E,E,E,W,N,N,W,W,D,W,W,W,N,N,N,N,N,N,N,N,N,W,E,E,E,E,D,C,C,C,C,C,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,W,E,E,E,E,W,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,W,E,E,E,E,W,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,W,W,D,W,W,W,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,W,W,D,W,W,W,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,N,N,C,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,N,N,C,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,N,N,C,C,C,C,C,C,C,C,C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,W,W,D,W,W,W,W,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,N,N,N,N,N,N,W,E,E,W,W,E,E,E,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,C,C,C,C,C,C,C,D,E,M,W,W,E,W,E,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,W,E,E,E,E,E,W,E,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,W,W,W,W,W,W,W,E,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,W,E,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,W,X,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,W,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
